id;id_ex;siret;rup_mi;gestion;date_creat;date_decla;date_publi;date_disso;nature;groupement;titre;titre_court;objet;objet_social1;objet_social2;adrs_complement;adrs_numvoie;adrs_repetition;adrs_typevoie;adrs_libvoie;adrs_distrib;adrs_codeinsee;adrs_codepostal;adrs_libcommune;adrg_declarant;adrg_complemid;adrg_complemgeo;adrg_libvoie;adrg_distrib;adrg_codepostal;adrg_achemine;adrg_pays;dir_civilite;siteweb;publiweb;observation;position;maj_time
"W678000004";"212/1996";"";"";"691P";"1996-10-04";"2015-10-13";"0001-01-01";"2015-09-16";"D";"S";"BANLIEUES D'EUROPE";"BANLIEUES D'EUROPE";"fédérer les actions artistiques dans le champ social en Europe dans le cadre de la lutte contre l'exclusion, par la tenue d'assemblées et de réunions périodiques, la publication de bulletins et d'études, la tenue de rencontres, colloques et séminaires, la circulation de projets artistiques et tous autres moyens d'atteindre les objets fixés";"006000";"000000";"";"271";" ";"RUE";"Vendôme";"_";"69383";"69003";"Lyon";"";"";"";"271  Rue Vendôme";"";"69003";"LYON 03";"FRANCE";"PF";"";"1";"";"D";"2015-10-19 11:53:13"
"W678000005";"33/100";"";"";"691P";"2007-10-12";"2025-09-22";"0001-01-01";"0001-01-01";"D";"S";"CENTRAFRIQUE ACTIONS";"CENTRAFRIQUE ACTIONS";"aide au développement de la République Centrafricaine, à travers l'étude, la réalisation et le suivi de projets collectifs. Les projets émanent de la Centrafrique. Il sera privilégié les secteurs sociaux-culturels et économiques, de l'enseignement, de l'éducation, de la formation, de la santé; organisation de rencontres conviviales et thématiques auprès de ses membres et de l'extérieur dont le dénominateur est la Centrafrique; diffusion d'information sur la République Centrafricaine, par un";"020000";"000000";"";"1";"";"RUE";"Rochambeau";"_";"69388";"69008";"Lyon";"";"";"";"1  RUE ROCHAMBEAU";"";"69008";"LYON";"FRANCE";"PM";"";"1";"";"A";"2025-11-19 13:13:02"
"W678000006";"0932001254";"";"";"691P";"1997-09-09";"2025-06-27";"0001-01-01";"0001-01-01";"D";"S";"GENERATION 22";"G22";"soutenir les familles, aide et soutien les enfants et adultes concernés par la microdélétion 22Q11 et plus précisément: l'accompagnement des familles à partir du diagnostique, l'aide à la prise en charge médicale et administrative, l'assistance à l'intégration scolaire sociale et professionnelle; la formation et l'aide à la recherche, elle se caractérise par: la mise en oeuvre d'études au niveau national et international, participation aux recherches appliquées et fondamentales sur les différentes manifestations de la microdélétion 22Q11, participation à la formation des étudiants et professionnels de la santé, contribuer à l'effort de recherche médicale et à l'amélioration des pratiques de soins; la communication, l'association agit à deux niveaux: la collecte et la diffusion de l'information sur la microdélétion 22Q11 par tous types de supports ( congrès international et national, réunions régionales, site internet, bulletins liaison, info-flash,...) auprès des familles et professionnels, la représentation des membres auprès des pouvoirs publics, des associations ayant des objectifs communs; dans tous les cas l'association ne poursuit aucun but lucratif, politique ou religieux ou toute autre forme de discrimination et oeuvre dans le respect des règles fondamentales d'éthique";"017000";"000000";"Fond Impasse";"53";"";"AV";"Paul Delorme";"_";"69292";"69580";"Sathonay-Camp";"";"";"";"53 AVENUE PAUL DELORME";"";"69580";"SATHONAY CAMP";"FRANCE";"PF";"http://www.generation22.fr/";"1";"TRANSFERT DU TI DE STRASBOURG REPRISE MANUELLE";"A";"2025-12-27 19:00:01"
"W678000007";"78-75";"";"";"133P";"2000-03-21";"2025-07-24";"0001-01-01";"2025-07-01";"D";"S";"LES EDITIONS DU REEL";"LES EDITIONS DU REEL";"promotion et développement de la création audiovisuelle, cinématographique, et multimédia sous toutes ses formes";"006000";"000000";"cité des associations, boîte aux lettres 402";"93";"";"";"la Canebière";"_";"13201";"13001";"Marseille";"";"";"";"32 BOULEVARD SAUZAC";"";"13004";"MARSEILLE";"FRANCE";"PF";"";"1";"association créée à Strasbourg auprès du T.I. de Strasbourg";"D";"2025-08-05 07:05:28"
"W678000008";"0678003285";"";"";"343P";"2005-08-29";"2010-03-05";"2005-09-11";"0001-01-01";"D";"S";"COMPAGNIE DE CI, DE LA";"COMPAGNIE DE CI, DE LA";"promotion de l'art lyrique par la représentation et la création d'ouvrages lyriques";"006100";"000000";"";"8";"";"RUE";"Roland Dorgelès";"_";"34057";"34170";"Castelnau-le-Lez";"";"";"";"8  RUE ROLAND DORGELÈS";"";"34170";"CASTELNAU-LE-LEZ";"FRANCE";"PM";"";"1";"";"A";"2010-06-01 14:33:50"
"W678000009";"V75 FOL302";"";"";"923S";"1997-12-19";"2014-01-16";"0001-01-01";"0001-01-01";"D";"S";"CLUB DE BUDAPEST FRANCE";"CLUB DE BUDAPEST FRANCE";"créer un lieu de réflexion en favorisant la rencontre et les échanges entre chercheurs interdisciplinaires, responsables du monde éconnomique et des média ainsi que du monde de l'art, du monde spirituel et associatif tous attachés à l'évolution et à la diffusion de nouvelles prises de conscience individuelle et collective.
Collaborer avec toutes les organisations privées, publiques et associatives dont les objectifs et actions sont orientées vers une amélioration de la condition humaine en vue";"002015";"000000";"";"147 bis";"";"RUE";"de Billancourt";"_";"92012";"92100";"Boulogne-Billancourt";"";"";"";"147 BIS RUE DE BILLANCOURT";"";"92100";"BOULOGNE-BILLANCOURT";"FRANCE";"PM";"";"1";"";"A";"2020-08-28 16:23:51"
"W678000010";"V31 F22";"";"";"253S";"2002-10-07";"2010-10-28";"0001-01-01";"0001-01-01";"D";"S";"AMICALE DE LA 6° COMPAGNIE DE CONTRE-MINAGE";"AMICALE DE LA 6° COMPAGNIE DE CONTR...";"assurer une cohésion permanente entre les personnels de la 6ième compagnie de contre-minage";"038110";"000000";"13ième régiment du génie - 6ième CD/CDT/ST";"";"";"";"quartier Gallieni";"_";"25578";"25800";"Valdahon";"";"";"";"14 RESIDENCE LE CHANOIS";"";"25800";"VALDAHON";"FRANCE";"PM";"";"1";"";"A";"2011-04-29 20:00:02"
"W678000011";"1306";"";"";"313P";"1995-08-08";"2025-08-06";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION SYNDICALE DES ACTIVITES DE CONTROLE LIEES AU TRANSPORT (A.S.A.C.)";"ASAC";"assurer pour le compte des membres de l'association la représentation et la défense des intérêts actuels et futurs des ateliers intervenant dans le cadre des activités réglementées de contrôle relevant du domaine du transport et des véhicules industriels ; assurer des formations professionnelles continues";"023007";"000000";"";"21";"";"RUE";"des Pierres";"_";"31091";"31150";"Bruguières";"";"";"";"21  RUE DES PIERRES";"";"31150";"BRUGUIÈRES";"FRANCE";"PM";"";"1";"";"A";"2026-02-05 19:00:02"
"W678000012";"";"";"";"678P";"1984-09-28";"1984-09-28";"0001-01-01";"0001-01-01";"D";"S";"CLUB FRANÇAIS DES PIGEONS DE RACES IBERIQUES";"CLUB FRANÇAIS DES PIGEONS DE RACES ...";"encourager l'élevage, la sélection, la vulgarisation des pigeons de races ibériques ; tous les moyens que l'association jugera appropriés pour être employés pour atteindre ce but : envoyer gratuitement à tous les membres de l'information contenant des renseignements zootechniques ou concernant la vie de l'association, assurer aux adhérents un service gratuit de relations intra-sociétaires, offrir chaque année, dans certaines expositions fixées par le conseil d'administration, des récompenses aux membres du club à jour de leur cotisation annuelle ; organiser des réunions d'informations des championnats ; demander aux sociétés organisatrices d'expositions d'apporter le plus grand soin dans la désignation des membres du jury chargés de jugés les pigeons ibériques, et éventuellement leur proposer une liste préférentielle ; veiller au respect du standard de ces races";"007050";"000000";"";"25";"";"RUE";"des Tuileries";"_HOENHEIM";"67482";"67000";"Strasbourg";"";"";"";"25  rue des Tuileries";"HOENHEIM";"67800";"HOENJHEIM";"FRANCE";"PM";"";"1";"";"S";"2011-01-11 20:00:01"
"W678000013";"674";"";"";"341S";"1984-08-01";"2024-05-24";"0001-01-01";"0001-01-01";"D";"S";"CLUB FRANÇAIS DES PIGEONS DE RACES IBERIQUES";"CLUB FRANÇAIS DES PIGEONS DE RACES ...";"encourager l'élevage, la sélection et la vulgarisation des pigeons de race ibérique ; tous les moyens que l'association jugera appropriés pourront être employés pour atteindre ce but : envoyer gratuitement à tous les membres de l'information contenant des renseignements zootechniques ou concernant la vie de l'association ; assurer aux adhérents un service gratuit de relation inter-sociétaires ; offrir chaque année, dans certaines expositions fixées par le conseil d'administration, des récompense";"007050";"000000";"";"9054";"";"RTE";"de Maraussan";"_";"34032";"34500";"Béziers";"";"";"";"9054 ROUTE DE MARAUSSAN";"";"34500";"BEZIERS";"FRANCE";"PM";"";"1";"TRIBUNAL D'INSTANCE DE SCHILTIGHEIM";"A";"2024-05-27 09:15:11"
"W678000014";"V58F27";"";"";"881P";"1989-05-08";"2022-05-08";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION DES PLANETARIUMS DE LANGUE FRANÇAISE";"ASSOCIATION DES PLANETARIUMS DE LAN...";"promouvoir l'implantation de planetariums proposants des animations en Français, soutenir leur développement, diffuser auprès du public des connaissances astronomiques correctes et accessibles à tous, contribuer à l'enseignement de l'astronomie à tous les niveaux et plus généralement participer au développement de la culture scientifique francophone";"016030";"000000";"A.P.L.F Centre Belle Etoile";"";"";"RUE";"Dom Pothier";"_";"88160";"88000";"Épinal";"";"A.P.L.F CENTRE BELLE ETOILE";"";"RUE DOM POTHIER";"";"88000";"ÉPINAL";"FRANCE";"PM";"";"1";"";"A";"2022-11-06 20:00:03"
"W678000015";"VOL 40";"";"";"062P";"2009-11-04";"2022-04-14";"0001-01-01";"0001-01-01";"D";"S";"PESVEBI (RACINES)";"PESVEBI (RACINES)";"créer un centre multiculturel pour jeunes";"007080";"000000";"";"12";"";"RUE";"de Villeneuve";"_";"06088";"06000";"Nice";"";"";"";"1 RUE LENVAL";"";"06200";"NICE";"FRANCE";"PM";"";"1";"";"A";"2022-04-14 14:14:11"
"W678000016";"79/130";"";"";"922P";"2001-05-11";"2012-03-17";"1901-07-01";"0001-01-01";"D";"S";"INSTITUT D'ETUDES COLLEL OR YEHOUDA";"INSTITUT D'ETUDES COLLEL OR YEHOUDA";"promouvoir l'étude des textes bibliques et talmudiques ainsi que des commentaires et des codifications s'y rattachant, de collecter des fonds pour le financement de bourses d'études et d'aides sociales pour étudiants célibataires et mariés, chefs de famille étudiants au sein de l'Institut, des frais de fonctionnement de l'Institut, d'aides financières à des instituts poursuivant le même but que l'institut d'études Collel or Yéhouda";"040000";"000000";"";"1";"";"RUE";"du Général Delanne";"_";"92051";"92200";"Neuilly-sur-Seine";"";"";"";"1 RUE DU GéNéRAL DELANNE";"";"67000";"NEUILLY SUR SEINE";"FRANCE";"PM";"";"1";"";"A";"2012-09-16 20:00:03"
"W678000017";"89/82";"";"";"691P";"2002-09-26";"2019-02-25";"0001-01-01";"0001-01-01";"D";"S";"ART DU JE";"ART DU JE";"gestion d'un organisme de formation ; mise en place des actions de formation et autres interventions";"015000";"000000";"";"13";"";"CHEM1";"de Sanzy";"_";"69204";"69230";"Saint-Genis-Laval";"";"";"";"13  CHEMIN DE SANZY";"";"69230";"SAINT-GENIS-LAVAL";"FRANCE";"PF";"";"1";"";"A";"2019-03-28 14:37:37"
"W678000018";"42/65";"";"";"691P";"2012-04-11";"2017-09-17";"0001-01-01";"0001-01-01";"D";"S";"LES EDITIONS CROQUE-MADAME";"LES EDITIONS CROQUE-MADAME";"publier des livres (fanzines, revues, portfolios etc) et promouvoir le travail de jeunes créateurs (illustrateurs, photographes et autres artistes visuels etc)";"005005";"000000";"";"73";"";"AV";"Berthelot";"";"69387";"69007";"Lyon";"";"";"";"43  RUE VOLTAIRE";"";"69003";"LYON";"FRANCE";"PM";"";"1";"";"A";"2018-03-18 20:00:03"
"W678000019";"V85 F132";"";"";"923S";"2007-05-14";"2014-05-05";"1901-07-01";"0001-01-01";"D";"S";"ROMANIAN INVESTMENT CIRCLE OU
CERCLE ROUMAIN D'INVESTISSEMENT
""RIC""";"RIC";"d'assurer un cadre de rapprochement et une plateforme d'échanges entre les acteurs économiques de Roumanie et de France plus largement à tous ceux qui souhaitent contribuer aux projets d'avenir pour le Roumanie";"006000";"000000";"";"60 bis";"";"RTE";"de la Reine";"_";"92012";"92100";"Boulogne-Billancourt";"";"";"";"60 BIS ROUTE DE LA REINE";"";"92100";"BOULOGNE BILLANCOURT";"FRANCE";"PM";"";"1";"";"A";"2014-11-03 20:00:04"
"W678000020";"1087294";"";"";"294P";"2012-07-25";"2013-06-21";"2012-10-30";"0001-01-01";"D";"S";"ASSOCIATION DES COPROPRIÉTAIRES DU PIC DE L'OURS À FONT-ROMEU (ACPP2O)";"ACPP2O";"défendre les intérêts matériels financiers et moraux des copropriétaires adhérents";"032520";"000000";"";"5";"";"CHEM1";"de Kerangales";"_";"29006";"29950";"Bénodet";"";"";"";"5  CHEMIN DE KERANGALES";"";"29950";"BéNODET";"FRANCE";"PM";"";"1";"";"A";"2013-06-21 14:53:17"
"W678000021";"VOL39-FOL3";"";"";"442P";"2008-06-27";"2020-06-26";"0001-01-01";"2020-06-20";"D";"S";"LES SONS FILANTS";"LES SONS FILANTS";"offrir un service musical de haut niveau répondant aux besoins du particulier et de l'entreprise, notamment dans le choix de différentes formations musicales, dans l'organisation du temps de musique, du lieu des concerts, ainsi que des oeuvres jouées";"006030";"000000";"";"6";"";"PL";"des Muses";"_";"44190";"44230";"Saint-Sébastien-sur-Loire";"";"";"";"5 ALLEE DE LA GERARDIERE";"";"44230";"SAINT SEBASTIEN SUR LOIRE";"FRANCE";"PF";"";"1";"";"D";"2020-07-11 12:45:38"
"W678000022";"RRI 106/04";"";"";"751P";"2004-04-15";"2013-06-14";"0001-01-01";"0001-01-01";"D";"S";"SINI NIASSIGUI- NIAMBIA";"SINI NIASSIGUI- NIAMBIA";"développer la solidarité au sein de la communauté des maliens de Paris et organiser leur accueil, aider à construire les écoles Françaises au mali, défendre les intérêts matériels et moraux de ses membres, tisser entre eux des liens de solidarité et de fraternité, promouvoir et faire connaître le mali et sa culture, intervenir auprès de tout organisme compétent pour la défense de ces mêmes intérêts; promouvoir une coopération bilatérale entre des associatiobs ou institutions maliennes";"014000";"000000";"";"2";"";"RUE";"Buzelin";"_";"75118";"75018";"Paris";"";"";"";"2  RUE BUZELIN";"";"75018";"PARIS";"FRANCE";"PM";"";"1";"";"A";"2013-09-14 12:46:21"
"W678000023";"80311";"";"";"923S";"1999-11-09";"2021-03-02";"1999-12-11";"0001-01-01";"D";"S";"FENETRE SUR L'EUROPE";"FENETRE SUR L'EUROPE";"favoriser la connaissance de l'Union Européenne et des sujets européens en général par toute action appropriée développée seule ou en partenariat avec des opérateurs privés ou publics ; l'association entend par son action promouvoir la réflexion, l'information, la formation et la communication sur les thématiques européennes";"003060";"000000";"";"6";"";"RUE";"Jules Edouard Voisembert";"";"92040";"92130";"Issy-les-Moulineaux";"";"";"";"24  RUE LEON FROT";"";"75011";"PARIS";"FRANCE";"TM";"";"1";"";"A";"2021-09-01 20:00:03"
"W678000024";"59115";"";"";"751P";"1990-04-27";"2019-01-02";"1901-07-01";"0001-01-01";"D";"S";"SOCIETE D'IMAGERIE ABDOMINALE ET DIGESTIVE (LA SIAD)";"SIAD";"promouvoir l'imagerie abdominale et digestive, diagnostique et thérapeutique, en organisant des réunions scientifiques, d'enseignement et des stages de formation, en aidant à la formation des jeunes médecins spécialistes, en aidant les travaux de recherche, et en favorisant les échanges interdisciplinaires ; la SIAD est une société d'organe affiliée à la Société Française de Radiologie";"017000";"000000";"";"47";"";"RUE";"de la Colonie";"_";"75113";"75013";"PARIS";"";"";"";"47 RUE DE LA COLONIE";"";"75013";"PARIS";"FRANCE";"PM";"";"1";"";"A";"2019-02-09 12:45:43"
"W678000025";"89-6";"53074870600054";"";"261S";"2011-01-10";"2023-05-29";"0001-01-01";"0001-01-01";"D";"S";"COLLECTIF ETC";"COLLECTIF ETC";"rassembler des énergies autour d'une dynamique commune de questionnement et de pratique de l'espace urbain ; par le biais de différents médiums et de différentes compétences, le collectif se veut être un support à lexpérimentation en mettant en place un réseau souple d'interactions artistiques et sociales, de rencontres et de débats";"009000";"000000";"";"70";"";"RUE";"du Sert";"";"26307";"26190";"Saint-Jean-en-Royans";"";"";"";"68, AVENUE DES CHARTREUX";"";"13004";"MARSEILLE 04";"FRANCE";"PH";"http://www.collectifetc.com";"1";"";"A";"2023-11-28 19:03:08"
"W678000026";"V89-F294";"";"";"341S";"2011-12-19";"2025-07-21";"1901-07-01";"0001-01-01";"D";"S";"SEMAINE D'ETUDE DE CHIMIE ORGANIQUE (SECO)";"SECO";"faciliter et promouvoir les échanges humains et professionnels entre jeunes chercheurs";"017200";"000000";"Appartement 7 Residence Agora";"1";"";"RUE";"du Docteur Albert Schweitzer";"";"34003";"34300";"Agde";"";"";"";"25 RUE ARTHUR PETIT";"";"78220";"VIROFLAY";"FRANCE";"PF";"";"1";"";"A";"2026-01-20 19:00:02"
"W678000027";"444";"";"";"893S";"1996-10-04";"2020-11-16";"0001-01-01";"0001-01-01";"D";"S";"GUILDE SABLE VERT";"GUILDE SABLE VERT";"La vocation de la Guilde du Sable Vert est résolument culturelle, à développer une culture de ""bâtisseurs"" dans le domaine de la rénovation du patrimoine bâti et plus particulièrement la rénovation des façades à la chaux dans le respect des règles de l'Art et la volonté de valoriser les hommes et les savoir-faire. Sa vocation est environnementale. Son ambition est en effet de conforter les connaissances scientifiques et techniques concernant les mortiers et bétons biosourcés et de toutes les technologies additionnelles ou complémentaires, de partager ces connaissances, de renforcer les savoir-faire des professionnels et par conséquent de participer aux développements de l'utilisation de ces matériaux et de leurs impacts positifs sur l'environnement. Dans tous ces cas, l'association ne poursuit aucun but lucratif, politique ou religieux";"023007";"000000";"";"4";"";"ALL";"du Pont Roman";"_";"39198";"39100";"Dole";"";"";"";"4  ALLéE DU PONT ROMAN";"";"39100";"DOLE";"FRANCE";"PM";"";"1";"dossier repris manuellement le 02/02/15.
L'association vient de STRASBOURG";"A";"2025-01-30 13:37:15"
"W678000028";"83F15";"";"";"802P";"2014-12-01";"2024-05-14";"0001-01-01";"0001-01-01";"D";"S";"LES AMIS DE L'ESPACE MASOLO-KINSHASA";"LES AMIS DE L'ESPACE MASOLO-KINSHASA";"aider à la consolidation de la structure de l'espace Masolo (Centre de Ressources et de Solidarité Artistiques et Artisanales), et de soutenir ses projets et ses activités ; les domaines privilégiés d'action sont : l'éducation scolaire, la formation professionnelle, la formation artistique et la création artistique";"009000";"000000";"Maison des associations d'Amiens Métropole";"12";"";"RUE";"Frédéric Petit";"_";"80021";"80000";"Amiens";"";"MAISON DES ASSOCIATIONS D'AMIENS MéTR";"";"12  RUE FRéDéRIC PETIT";"";"80000";"AMIENS";"FRANCE";"PF";"";"1";"";"A";"2024-05-21 10:08:48"
