id;id_ex;siret;rup_mi;gestion;date_creat;date_decla;date_publi;date_disso;nature;groupement;titre;titre_court;objet;objet_social1;objet_social2;adrs_complement;adrs_numvoie;adrs_repetition;adrs_typevoie;adrs_libvoie;adrs_distrib;adrs_codeinsee;adrs_codepostal;adrs_libcommune;adrg_declarant;adrg_complemid;adrg_complemgeo;adrg_libvoie;adrg_distrib;adrg_codepostal;adrg_achemine;adrg_pays;dir_civilite;siteweb;publiweb;observation;position;maj_time
"W579000126";"014339";"";"";"543P";"2006-11-13";"2019-10-22";"2006-12-27";"0001-01-01";"D";"S";"BUCKAROO'S";"BUCKAROO'S";"promouvoir la line dance country ; favoriser les rencontres entre personnes et associations ; faciliter les contacts entre clubs ; développer le goût de la line dance country auprès des jeunes";"011045";"000000";"";"5";"";"RUE";"du Port";"_";"54546";"54121";"Vandières";"";"";"";"5  RUE DU PORT";"";"54121";"VANDIÈRES";"FRANCE";"PF";"";"1";"";"A";"2020-04-22 20:00:03"
"W579000127";"CXV 10";"";"";"544S";"1990-04-30";"2020-06-22";"0001-01-01";"0001-01-01";"D";"S";"SOLIDARITE CENTRES NUTRITIONNELS/ACTION NUTRITION EDUCATION AVENIR";"SCN/ANEA";"solidarité centres nutritionnels, participation et financement de centres nutritionnels.";"020000";"000000";"";"4";"";"RUE";"de la Meselle";"_";"54288";"54200";"Lagney";"";"4 RUE MEZELLE";"";"";"";"54200";"LAGNEY";"FRANCE";"PF";"";"1";"fusion par absorption de l'association action nutrition éducation avenir (A.N.E.A)- dissoute le 8/02/20";"A";"2020-07-01 15:32:32"
"W579000128";"013497";"";"";"543P";"1997-01-01";"2018-02-05";"0001-01-01";"0001-01-01";"D";"S";"UNION RÉGIONALE DES ASSOCIATIONS DÉPARTEMENTALES D'ENTRAIDE DES PERSONNES ACCUEILLIES EN PROTECTION DE L'ENFANCE (U.R.A.D.E.P.A.P.E. GRAND EST)";"U.R.A.D.E.P.A.P.E. GRAND EST";"maintien permanent des relations entre les départements de la région Grand Est ; assurer collectivement la représentation des usagers ; échanges d'informations sur les populations des différents départements ; élaboration des stratégies communes ; aide technique de/à chaque département";"023000";"000000";"";"47";"";"RUE";"Louis Pasteur";"_";"54526";"54510";"Tomblaine";"";"";"";"5 AVENUE DU GéNéRAL LECLERC";"";"54600";"VILLERS-LES-NANCY";"FRANCE";"MA";"";"1";"";"A";"2018-08-07 20:00:04"
"W579000129";"015785";"";"";"543P";"2012-04-20";"2022-12-04";"2012-04-10";"2022-11-30";"D";"S";"CIEL - CONTACT IMPROVISATION EN LORRAINE";"CIEL";"promouvoir la ""danse contact improvisation"" et les pratiques de recherche corporelle à travers l'organisation d'activités pédagogiques et d'événements culturels";"006040";"000000";"";"10bis";"";"RUE";"du Joli Coeur";"_";"54395";"54000";"Nancy";"";"";"";"10BIS  RUE DU JOLI COEUR";"";"54000";"NANCY";"FRANCE";"PF";"";"1";"";"D";"2022-12-20 12:45:37"
"W579000130";"014574";"";"";"543P";"2007-12-15";"2024-06-12";"0001-01-01";"0001-01-01";"D";"S";"LIGUE GRAND-EST DE HOCKEY SUR GLACE";"LIGUE GRAND-EST DE HOCKEY SUR GLACE";"développer la pratique du jeu de hockey sur glace et de la ringuette, en orientant et en coordonnant l'activité des groupements sportifs affiliés qui auront leur siège social sur le territoire qui lui sera octroyé ; défendre les intérêts de tous les pratiquants de hockey sur glace et de ringuette et de représenter ceux qui y adhérent ; s'interdire toute discrimination et veiller au respect de la charte de déontologie du sport établie par le comité national olympique et sportif français ; respect";"011092";"000000";"Maison Régionale des Sports de Lorraine";"13";"";"RUE";"Jean Moulin";"BP_70001";"54526";"54510";"Tomblaine";"";"";"";"15 rue Pontiffroy";"";"57000";"METZ";"FRANCE";"PM";"";"1";"";"A";"2024-06-12 12:29:34"
"W579003131";"013686";"";"";"543P";"2003-10-08";"2019-01-14";"0001-01-01";"0001-01-01";"D";"S";"LES PATRIES IMAGINAIRES";"LES PATRIES IMAGINAIRES";"tant en France qu'à l'étranger, développer l'étude, la recherche, la création, la diffusion et l'échange dans les domaines littéraires, musicaux, coporels, plastiques et théâtraux";"006100";"000000";"Maison des Jeunes et de la Culture Lillebonne";"14";"";"RUE";"du Cheval Blanc";"_";"54395";"54000";"Nancy";"";"";"";"14  RUE MARIE ANNE DE BOVET";"";"57000";"METZ";"FRANCE";"PM";"";"1";"";"A";"2019-01-24 11:21:49"
"W579003132";"122137";"41768243200022";"";"543P";"1994-05-10";"2023-06-13";"0001-01-01";"0001-01-01";"D";"S";"JEUNES LECTURES";"JEUNES LECTURES";"promotion de la lecture par la diffusion du livre et de tout autre moyen de communication ; elle accordera une attention particulière au développement des bibliothèques publiques et d'écoles ; elle organisera la création et l'animation d'ateliers lecture, de groupes de critiques littéraires ; elle favorisera les rencontres avec des auteurs et des illustrateurs d'ouvrages pour la jeunesse ; elle programmera des conférences thématiques et des échanges avec d'autres associations ou organismes ayant";"006010";"000000";"";"10";"";"RUE";"Jules Ferry";"_";"54339";"54220";"Malzéville";"";"";"";"10 RUE JULES FERRY";"";"54220";"MALZEVILLE";"FRANCE";"PF";"";"1";"";"A";"2025-04-18 07:26:34"
"W579003133";"008545";"";"";"543P";"2012-11-20";"2012-11-20";"0001-01-01";"0001-01-01";"D";"S";"CENTRE LORRAIN DE CONSULTATION CONJUGALE ET DE MÉEDIATION FAMILIALE C.L.C.C.M.F.";"C.L.C.C.M.F.";"aider les personnes dans l'évolution de leur vie affective, sexuelle, sociale et familiale et plus spécialement dans leur relation de couple";"019000";"000000";"";"10";"";"RUE";"du Bon Pasteur";"57070_";"57463";"57000";"Metz Borny";"";"";"";"10  rue du Bon Pasteur";"57070";"57000";"Metz Borny";"FRANCE";"PM";"";"1";"";"S";"2019-09-30 08:41:16"
"W579003134";"016666";"";"";"543P";"2019-11-14";"2019-01-15";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION DES ETUDIANTS ET AMIS DU CONG0 DE LORRAINE AEAC LORRAINE";"ASSOCIATION DES ETUDIANTS ET AMIS D...";"créer un réseau d'étudiants congolais en France et promouvoir la culture congolaise au travers de ses membres et sympathisants ; accueillir les étudiants arrivants et les aider à s'intégrer au mieux, favoriser l'entraide et la solidarité entre les étudiants ; défendre et représenter les intérêts des étudiants ; développer et assurer des activités socio-culturelles";"015065";"000000";"";"9";"";"RUE";"de Paris";"_";"57463";"57000";"Metz";"";"";"";"9  rue de Paris";"";"57000";"Metz";"FRANCE";"PM";"";"1";"";"A";"2019-11-14 15:20:06"
"W579003135";"000001";"";"";"881P";"2019-01-21";"2022-09-27";"0001-01-01";"0001-01-01";"D";"S";"AMICALE DES ARBITRES DE RUGBY DU GRAND EST";"AMICALE DES ARBITRES DE RUGBY DU GRAND";"PRATIQUE DU RUGBY";"011080";"000000";"";"4 bis";"";"RUE";"de l'Eglise";"_";"88253";"88000";"Jeuxey";"";"";"";"4 BIS  RUE DE L'EGLISE";"";"88000";"JEUXEY";"FRANCE";"PM";"";"1";"";"A";"2023-05-11 18:00:02"
"W579003136";"016959";"";"";"543P";"2015-10-02";"2022-04-13";"1901-07-01";"0001-01-01";"D";"S";"CHOEUR DE FLUTES DE LORRAINE";"CHOEUR DE FLUTES DE LORRAINE";"promouvoir la flûte traversière à travers des projets artistiques et ou pédagogiques";"006030";"000000";"";"5";"";"RUE";"du Général Gouraud";"_";"54395";"54000";"Nancy";"";"";"";"5 RUE DU GéNéRAL GOURAUD";"";"54000";"NANCY";"FRANCE";"PF";"";"1";"";"A";"2022-05-17 12:45:41"
"W579003137";"176115";"";"";"543P";"2017-05-30";"2022-05-04";"1901-07-01";"0001-01-01";"D";"S";"ASSOCIATION DU TOUR DE LORRAINE DES VOITURES ANCIENNES (A.T.L.2.A.)";"A.T.L.2.A.";"organiser des manifestations autour de l'automobile ancienne, ces véhicules incarnant une réalité historique, économique, culturelle de notre patrimoine ; réaliser un grand tour de Lorraine avec nos automobiles anciennes ; pour cela, il nous faudra le concours et la participation active de toutes les associations lorraines adhérentes ou sympathisantes";"007030";"000000";"";"1";"";"RUE";"des Mirabelliers";"_";"54090";"54136";"Bouxières-aux-Dames";"";"";"";"1  RUE DES MIRABELLIERS";"";"54136";"BOUXIèRES-AUX-DAMES";"FRANCE";"PM";"";"1";"";"A";"2022-05-17 12:45:45"
"W579003138";"";"";"";"353P";"2018-01-30";"2025-01-15";"0001-01-01";"0001-01-01";"D";"S";"RESEAU DES TIERS-LIEUX EDU";"RESEAU DES TIERS-LIEUX EDU";"articuler ses missions autour de trois grands axes constitutifs de l'école  inclusive en complémentarité de l'Education Nationale : les infrastructures (création de Tiers-lieux et d'outils innovants), les contenus (curation de contenus, créations de contenus originaux) et personnes qui les animent et les fréquentent (formations, expertises...)";"015000";"000000";"";"30";"";"RTE";"de Laillé";"_";"35363";"35131";"Pont-Péan";"";"";"";"30 ROUTE DE LAILLé";"";"35131";"PONT PEAN";"FRANCE";"CO";"";"0";"";"A";"2025-01-21 09:59:03"
"W579003139";"0579017720";"";"";"335S";"2018-01-16";"2025-03-25";"2018-08-18";"0001-01-01";"D";"S";"L'ARCHE DE FANNY";"L'ARCHE DE FANNY";"prévenir la maltraitance animale, recueillir  soigner et réaliser des adoptions pour les animaux en détresse";"024026";"000000";"";"8 bis";"";"LD";"Malgret";"_";"33264";"33230";"Maransin";"";"";"";"8 BIS LIEU DIT MALGRET";"";"33230";"MARANSIN";"FRANCE";"PF";"";"1";"";"A";"2025-03-25 10:11:54"
"W579003140";"A2006MET00";"";"";"913S";"2006-06-20";"2025-10-07";"1901-07-01";"0001-01-01";"D";"S";"REPLIC";"REPLIC";"cette association a pour but de créer, produire, diffuser, développer et promouvoir des spectacles artistiques ainsi que mener toutes actions se rapportant directement ou indirectement à ce objectifs. Elle pourra gérer des ateliers de théâtre ou d'expression corporelle, promouvoir les spectacles, nouer des partenariats à orientation culturelle.";"006000";"000000";"Chez Mme Véronique BAYER";"28 BIS";"";"RUE";"Robert Shuman";"_";"91027";"91200";"Athis-Mons";"";"CHEZ MME VéRONIQUE BAYER";"";"28 BIS  RUE ROBERT SHUMAN";"";"91200";"ATHIS-MONS";"FRANCE";"PF";"";"1";"";"A";"2025-10-14 07:05:32"
