id;id_ex;siret;rup_mi;gestion;date_creat;date_decla;date_publi;date_disso;nature;groupement;titre;titre_court;objet;objet_social1;objet_social2;adrs_complement;adrs_numvoie;adrs_repetition;adrs_typevoie;adrs_libvoie;adrs_distrib;adrs_codeinsee;adrs_codepostal;adrs_libcommune;adrg_declarant;adrg_complemid;adrg_complemgeo;adrg_libvoie;adrg_distrib;adrg_codepostal;adrg_achemine;adrg_pays;dir_civilite;siteweb;publiweb;observation;position;maj_time
"W682003108";"660119";"";"";"211S";"1982-01-02";"2025-08-25";"1982-07-28";"0001-01-01";"D";"S";"FEDERATION NATIONALE DES PRODUCTEURS ET ELABORATEURS DE CREMANT";"FNPEC";"cette association a pour but, par le regroupement  des Syndicats de Producteurs et Elaborateurs de Crémant nommés à l'article 6 des présents statuts ; de veiller à la stricte application de l'utilisation du terme ""Crémant"" à des vins mousseux à appellation d'origine ; de contribuer à la notoriété et à la promotion du Crémant tant en France qu'à l'étranger";"023007";"007060";"";"134";"";"RTE";"de Dijon";"_";"21054";"21200";"Beaune";"";"";"";"295 ROUTE DE LA GRANDE JEANNETTE";"";"33420";"GENISSAC";"FRANCE";"PM";"";"1";"";"A";"2026-02-24 19:00:02"
"W683000101";"23-1364";"";"";"252S";"1999-04-15";"2018-04-27";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION REGIONALE D'EQUITATION WESTERN DE L'EST - AREW EST";"ASSOCIATION REGIONALE D'EQUITATION...";"promouvoir, développer et pratiquer l'équitation western ; développer, organiser et superviser des compétitions d'équitation western  ; réaliser des réunions d'informations, de contact, d'activités et d'échanges en matière équestre ; établir des liens, des contacts, des échanges avec des organismes équestres et associations français et étrangers";"011050";"000000";"";"1";"";"IMP";"des Hirondelles";"_";"25040";"25490";"Badevel";"";"";"";"1 IMPASSE DES HIRONDELLES";"";"25490";"BADEVEL";"FRANCE";"PF";"";"1";"";"A";"2018-05-26 12:45:37"
"W683003102";"32/ 35";"79786413900028";"";"692S";"2013-09-24";"2024-08-25";"0001-01-01";"0001-01-01";"D";"S";"MÉDIATIONANIMALE.NET";"MÉDIATIONANIMALE.NET";"mettre en uvre toute forme d'activités thérapeutiques, de loisir et d'éveil assistées par l'animal";"017055";"000000";"Whood - B03";"51";"";"RUE";"Marguerite Crepier";"";"69264";"69400";"Villefranche-sur-Saône";"";"";"";"9 AVENUE CONDORCET";"";"69100";"VILLEURBANNE";"FRANCE";"PF";"";"1";"";"A";"2025-02-24 19:00:01"
"W683003103";"3851";"";"";"212P";"2019-10-24";"2022-12-02";"2020-02-07";"0001-01-01";"D";"S";"B'CAUSE BMX";"B'CAUSE BMX";"accompagner les pilots dans la pratique du ""BMX RACE"" et ainsi promouvoir la discipline";"011160";"000000";"Bâtiment GM4 - Appartement 421";"30";"";"BD";"Maréchal Joffre";"_";"21231";"21000";"Dijon";"";"APPARTEMENT 421";"BATIMENT GM4";"30 BOULEVARD MARECHAL JOFFRE";"";"21000";"DIJON";"FRANCE";"PM";"";"1";"Le dossier de l'association ""B'CAUSE BMX"" a été envoyé par le Tribunal de proximité de Guebwiller le 2 décembre 2022 car le siège social vient à Dijon.";"A";"2023-01-03 12:45:28"
"W683003104";"";"";"";"691P";"2008-09-19";"2024-07-08";"0001-01-01";"0001-01-01";"D";"S";"FORUM SOCIAL INNOVATION";"FORUM SI";"elaborer des études à caractère socio-économique (économie, finance, stratégie, ressources humaines), environnemental, climatique et autres à usage des partenaires sociaux nationaux de chaque Etat membre de l'U.E., et des fédérations européennes et au delà ; répondre à des appels à propositions et appels d'offres émanant d'institutions publiques nationales et européennes (Commission européenne) ; mettre en commun, en réseau fonctionnel, des ressources, et des compétences pour répondre à ces problématiques, notamment par la formation et la mise en commun de
ressources des travailleurs et de la défense de leurs intérêts, en particulier des représentants des entreprises et de participants au dialogue social ;
développer ces compétences à l'échelle de l'Union européenne ;
contribuer à développer l'expertise des comités d'entreprise européens ;
participer à la construction de l'Europe sociale comme définie dans les fondements de l'Union européenne, et développer une vision commune sur ce";"023000";"000000";"";"26";"";"BD";"John Fitzgerald Kennedy";"_";"69149";"69600";"Oullins";"";"";"";"26  BOULEVARD JOHN FITZGERALD KENNEDY";"";"69600";"OULLINS";"FRANCE";"PM";"";"0";"";"A";"2024-07-16 10:08:57"
"W684000001";"LXXVII(77)";"";"";"941P";"2000-06-20";"2005-08-12";"0001-01-01";"0001-01-01";"D";"S";"CALIBOM TRANSIT";"CALIBOM TRANSIT";"Promouvoir le travail des artistes membres et également la conception, la création et la réalisation de projets et de manisfestations culturelles";"006000";"006000";"LA BLANCHISSERIE LES MEMES";"7";" ";"AV";"de la République";"_";"94041";"94200";"Ivry-sur-Seine";"";"LA BLANCHISSERIE LES MEMES";"";"7  Avenue de la République";"";"94200";"IVRY SUR SEINE";"FRANCE";"PL";"";"1";"A été inscrite au registre des associations du Tribunal d'Instance de Mulhouse le 20 juin 2000.";"A";"2008-08-11 21:51:05"
"W684000002";"0173004224";"";"";"741P";"1998-07-03";"2018-09-27";"1998-08-01";"0001-01-01";"D";"S";"INSTE FRANCE (INSTITUT DE THEOLOGIE PAR EXTENSION)";"INSTE FRANCE";"assurer l'organisation de la formation de la théologie chrétienne INSTE à des groupes de personnes adhérents aux présents statuts en France et fournir les moyens pédagogiques en vue de cette formation";"040000";"000000";"";"89 C";"";"BD";"du Fier";"_";"74010";"74000";"Annecy";"";"";"";"";"89 C Boulevard du Fier";"74000";"Annecy";"FRANCE";"PM";"";"1";"création le 3 juillet 1998 à la préfecture de Charente Maritime
transfert de siège le 15 février 2002 au 38 rue Beltrémieux à L";"A";"2019-03-28 20:00:02"
"W684000003";"28";"";"";"252S";"2007-02-05";"2025-05-21";"0001-01-01";"2025-04-13";"D";"S";"COUP DE COEUR";"COUP DE COEUR";"permettre la mise en commun de projets humanitaires (national ou international), grâce aux échanges menés en partenariat avec les différentes associations ou Organisation Non Gouvernementale (ONG) ; offrir la possibilité en priorité à des jeunes en difficultés (scolaire, sociale, d'insertion ou autres) de s'investir dans un projet de solidarité tout en restant ouvert à d'autres jeunes qui seraient intéressés par ce dernier ; favoriser les échanges interculturels à travers un engagement volontaire ; créer et accompagner les initiatives de jeunes afin de les rendre acteur de leur vie";"020000";"000000";"Maison";"13";"";"IMP";"des Pins";"_";"25048";"25550";"Bavans";"";"";"";"2  RUE DE LA CÔTE";"";"25550";"BAVANS";"FRANCE";"PM";"";"1";"";"D";"2025-05-27 07:05:32"
"W684000004";"68.000.588";"";"68.000.0588";"684S";"2015-12-09";"2015-12-09";"0001-01-01";"0001-01-01";"R";"S";"SOCIÉTÉ INDUSTRIELLE DE MULHOUSE";"SOCIÉTÉ INDUSTRIELLE DE MULHOUSE";"Avancement et propagation de l'industrie par la réunion sur un point central d'un grand nombre d'éléments d'instruction par la communication des découvertes et des faits remarquables";"022000";"000000";"";"10";"";"RUE";"de la bourse";"_";"68224";"68050";"Mulhouse";"";"";"";"10  rue de la bourse";"";"68050";"Mulhouse";"FRANCE";"PM";"";"1";"";"A";"2015-12-09 15:00:28"
"W684000005";"853370B";"";"";"862S";"1995-01-20";"2025-08-18";"1901-07-01";"0001-01-01";"D";"S";"UNION NATIONALE DES ELEVEURS SELECTIONNEURS DE LAPINS NAINS (UNESLN)";"UNESLN";"Oeuvrer pour l'amélioration des races et variétés de lapins nains ; réunir les éleveurs sélectionneurs de lapins nains ; encourager les éleveurs et possesseurs de lapin de compagnie à participer à l'élevage de sélection ; organiser et participer activement à la mise en place d'épreuves officielles spécifiques sur tout le territoire national";"007050";"000000";"";"18";"";"RUE";"du Four A Pain";"_";"86077";"86320";"Civaux";"";"";"";"21 RUE CONDORCET";"";"63800";"COURNON D";"FRANCE";"PM";"";"1";"";"A";"2025-08-26 07:05:27"
"W684003106";"008675";"";"";"543P";"2009-06-10";"2019-02-19";"2009-06-21";"0001-01-01";"D";"S";"ENERGIEZEN - E.Z.";"E.Z.";"faire connaître, développer et promouvoir les pratiques et l'enseignement des arts énergétiques";"011000";"000000";"";"13";"";"RUE";"de l'Abbé Grégoire";"_";"54395";"54000";"NANCY";"";"";"";"13  RUE DE L'ABBé GRéGOIRE";"";"54000";"NANCY";"FRANCE";"PF";"";"1";"";"A";"2019-02-23 12:45:41"
"W684003107";"VOL.91-53";"";"";"252S";"1993-10-11";"2023-09-06";"0001-01-01";"0001-01-01";"D";"S";"EAST FRONT";"EAST FRONT";"organisation de manifestations et concerts ; promotion de jeunes artistes français et étrangers";"006100";"000000";"";"5";"";"RUE";"de la chapelle";"25550_";"25207";"25550";"Dung";"";"";"";"5  RUE DE LA CHAPELLE";"25550";"25550";"DUNG";"FRANCE";"PM";"";"1";"";"A";"2023-11-14 10:08:33"
"W684003108";"42";"";"";"062P";"2011-01-18";"2024-12-02";"1901-07-01";"0001-01-01";"D";"S";"LES EAGLES DE MONACO";"LES EAGLES DE MONACO";"la pratique du bowling en compétition ;";"011000";"000000";"Casa Salvetti";"6";"";"RUE";"Abbé Salvetti";"_";"06088";"06300";"Nice";"";"CASA SALVETTI";"";"6  RUE ABBé SALVETTI";"";"06300";"NICE";"FRANCE";"PM";"";"1";"";"A";"2024-12-10 10:08:47"
"W684003109";"";"";"";"252S";"2016-06-10";"2024-09-13";"0001-01-01";"0001-01-01";"D";"S";"OBERGRAD";"OBERGRAD";"dynamiser le milieu artistique, principalement dans la région Grand Est, le canton de Bâle, ainsi que dans le Land de Bade-Wurtemberg en proposant aux jeunes artistes un espace d'expression et de diffusion";"006100";"000000";"";"13";"";"AV";"du Général de Gaulle";"_";"25388";"25200";"Montbéliard";"";"";"";"42 RUE DES HALLES";"";"25200";"MONTBéLIARD";"FRANCE";"PF";"";"0";"";"A";"2025-03-15 19:00:02"
"W684003110";"XXXI31";"";"";"212P";"1976-04-11";"2025-04-03";"1977-07-12";"0001-01-01";"D";"S";"UNION RÉGIONALE 5 GRAND EST BOURGOGNE FRANCHE-COMTÉ (UR 5 GEBFC)";"UR 5 GEBFC";"développer, faciliter la connaissance et la pratique des techniques audiovisuelles ; encourager, soutenir et organiser toutes les activités de promotion et de diffusion des oeuvres produites et réalisées par ses membres ; préconiser et prendre toutes les mesures permettant de conserver, restaurer et diffuser un ensemble d'oeuvres cinématographiques non commerciales faisant partie intégrante du patrimoine filmique français";"005015";"006025";"";"1";"";"RUE";"des Clématites";"_";"21171";"21800";"Chevigny-Saint-Sauveur";"";"";"";"1 RUE DES CLEMATITES";"";"21800";"CHEVIGNY SAINT SAUVEUR";"FRANCE";"PM";"";"1";"Association de droit local, venant du Tribunal d'Instance de Mulhouse";"A";"2025-10-03 18:00:01"
"W685000001";"RA V65 F62";"";"";"833S";"2010-09-13";"2017-11-03";"2010-11-07";"0001-01-01";"D";"S";"CLUB CANIN DE L'ISSOLE";"C.C.I.";"développer une activité de sport canin, l'éducation et l'utilisation canine ; organiser des manifestations canines ; permettre la promotion et diffusion de culture alsacienne et orientale, de l'art pictural et littéraire, du terroir et des saveurs culinaires, qui reste maintenu et deviendra secondaire";"009050";"000000";"";"272";"";"RTE";"de Gonfaron";"_";"83057";"83340";"Flassans-sur-Issole";"";"";"";"272  ROUTE DE GONFARON";"";"83340";"FLASSANS-SUR-ISSOLE";"FRANCE";"PM";"";"1";"";"A";"2017-11-18 12:45:44"
"W686000001";"14122015";"51025968200035";"";"044S";"2015-12-14";"2022-03-03";"0001-01-01";"0001-01-01";"D";"S";"BODY MIND SPIRIT";"BODY MIND SPIRIT";"création d'ateliers artistique et de bien-être ; création de spectacles vivants, de performances, d'installations et d'art vidéo ;";"006070";"000000";"";"6";"";"PL";"St Michel";"";"04088";"04300";"Forcalquier";"";"";"OFFICE DE TOURISME INTERCOMMUNAL PAYS";"13  PLACE DU BOURGUET";"";"04301";"FORCALQUIER";"FRANCE";"PF";"";"1";"";"A";"2022-09-02 20:00:03"
"W686000002";"032005";"";"";"543P";"1976-07-13";"2017-07-04";"1901-07-01";"2017-05-31";"D";"S";"LIGUE D'ALSACE DE SAVATE BOXE FRANÇAISE & DA";"LIGUE D'ALSACE DE SAVATE - BOXE FRA...";"boxe";"011000";"000000";"";"5";"";"RUE";"des cerisiers";"_";"68201";"68290";"Masevaux-Niederbruck";"";"";"";"28 avenue du général Leclerc";"";"57350";"Stirin-Windel";"FRANCE";"PM";"";"1";"";"D";"2018-01-02 20:00:09"
